ID,Name,Kartenart,Kartentext,Element,Kosten,⚔️,🛡️,⭕️,Kartentyp,Status,Created by,Kosten Terra,Kosten Aqua,Kosten Aeris,Kosten Ignis,Kosten Magica,Kosten Ungeprägt,Flavourtext,Artwork,Art Production,Glossar,Decklist
59,Seemannsgarn,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Entscheide D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)ich zu Beginn D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)eines Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21)es, ob D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)eine Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e bis zu D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einem nächsten Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21)$+10x$ Angriffswert (https://www.notion.so/Angriffswert-08a93843021a40dba6e7e34862f163fa?pvs=21) oder $+10x$ Verteidigungswert (https://www.notion.so/Verteidigungswert-e67635d2fccf454d85d29b869ee8b6ff?pvs=21) haben, wobei $x$ die Anzahl (https://www.notion.so/Anzahl-09cf5acb69fa4d5ea84c749a17cf2bb0?pvs=21) Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n ist, die D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u seit der Entscheidung zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)st.",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),3,,,1,,Revision,Jan Appel,,,,,,,,https://cdn.discordapp.com/attachments/1140326119963377664/1150241933457895434/itschotsch_old_sailor_captain_telling_a_story_in_a_dark_harbor__40fad0c2-4da9-4c46-b393-42a2ed5fd4d2.png,,,
58,Sirene Thalassa,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ieh einen beliebigen Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) mit der Sirene Thalassa (https://www.notion.so/Sirene-Thalassa-01693bf0618c4bd29e710b24869cf3df?pvs=21), dessen Angriffswert (https://www.notion.so/Angriffswert-08a93843021a40dba6e7e34862f163fa?pvs=21) und Verteidigungswert (https://www.notion.so/Verteidigungswert-e67635d2fccf454d85d29b869ee8b6ff?pvs=21) zusammen nicht höher als 100 ist. Der versehene Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) ist solange unter D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einer kontr (https://www.notion.so/kontr-2b98ac3701c74c8db29660ccd548453e?pvs=21)olle, bis Sirene Thalassa (https://www.notion.so/Sirene-Thalassa-01693bf0618c4bd29e710b24869cf3df?pvs=21) die gegnerische Linien verlässt, kann seine Position nicht ändern und in diesem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) nicht angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eifen.",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),5,25,10,,,Idee,Jan Appel,,,,,,,,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00054-4278159929.png,,,
57,Nymphe Nerida,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn die Nymphe Nerida (https://www.notion.so/Nymphe-Nerida-8f0683beacc94954b0a9523b2fa66107?pvs=21) ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)eint, darfst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u eine Elementkarte (https://www.notion.so/Elementkarte-2b9adcd059614612bb0133aece543b8a?pvs=21) spielen.
Wenn die Nymphe Nerida (https://www.notion.so/Nymphe-Nerida-8f0683beacc94954b0a9523b2fa66107?pvs=21) verschwind (https://www.notion.so/verschwind-43bb30ae08cb45c7a465f320d7ca5f91?pvs=21)et, musst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u eine Deiner Elementkarte (https://www.notion.so/Elementkarte-2b9adcd059614612bb0133aece543b8a?pvs=21)n zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)en.",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),3,20,20,,,Idee,Jan Appel,,,,,,,,"Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00012-2959953175.png, https://cdn.discordapp.com/attachments/1140326119963377664/1150519764880470187/itschotsch_wide_shot_of_stunning_beautiful_young_mermaid_with_a_b817e8cb-3886-4056-bb1b-d5f57f4f0838.png",,,
56,Nixe Arvia,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ieh einen beliebigen Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) mit der Nixe Arvia (https://www.notion.so/Nixe-Arvia-c96c2162ea524e7da5071d642203889f?pvs=21). Der vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehene Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) hat solange ohnmächtig (https://www.notion.so/ohnm-chtig-052e31a81ae24fb5ac51512957908c0d?pvs=21) und die Nixe Arvia (https://www.notion.so/Nixe-Arvia-c96c2162ea524e7da5071d642203889f?pvs=21) kann angegr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)iffen werden, aber nicht angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eifen.",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),3,,,0,,Idee,Jan Appel,,,,,,,,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00051-4278159930.png,,,
55,Meerjungfrau Marna,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn Meerjungfrau Marna (https://www.notion.so/Meerjungfrau-Marna-bea5a1b4be7940fdb3c40ddc0b966608?pvs=21) angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eift, darfst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u den Wassermann Torlan (https://www.notion.so/Wassermann-Torlan-831de7267ffa4a5ca40736c2068d30ea?pvs=21) such (https://www.notion.so/such-97002fcad18b4a7ba59c8706c1742c2f?pvs=21)en und spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)en.",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),4,15,20,,,Idee,Jan Appel,,,,,,,,"Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00013-2959953176.png, https://cdn.discordapp.com/attachments/1140326119963377664/1150521570029211698/itschotsch_wide_shot_of_stunning_beautiful_young_mermaid_with_a_cf593150-f43e-4c84-86b9-9e166838422e.png",,,
54,Magierin des Ausgleichs,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn die Magierin des Ausgleichs eine Karte zerstört, ziehe eine Karte.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"2,M,M,",20/20,20/30,,,Neu,Jan Appel,,,,,2,2,,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/54.png,,,
53,Fresnel’sche Spiegelung,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Gegner (https://www.notion.so/Gegner-38d8865e0868489d84eed7aab3fdb7d3?pvs=21) können nur die vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehene Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21) als Ziel (https://www.notion.so/Ziel-fce8858c271f419a8a1cfc93bdd3c75e?pvs=21) für ihren Angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)iff wählen.,,3,,,,,Backup,Jan Appel,,,,,,,,https://cdn.discordapp.com/attachments/1140326119963377664/1150461858793406544/itschotsch_bautiful_ocean_wave_foaming_water_very_bright_reflec_248525a8-a2e0-4b44-a5de-cebd6ed5cfa6.png,,,
52,Perlentaucher,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"verkünde (https://www.notion.so/verk-nde-60617eed7ae244bab7664a1d221879c2?pvs=21) zu Beginn D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)eines Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21)es einen Entitäten (https://www.notion.so/09a479f6a9da4570a428e67ff08006f4?pvs=21)typ. Wenn die erste Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21), die D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u diesen Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)st, diesem Entitäten (https://www.notion.so/09a479f6a9da4570a428e67ff08006f4?pvs=21)typ entspricht, darfst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u sie für 1 Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21) spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)en. Andernfalls nimmst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u sie auf (https://www.notion.so/auf-e5bc4ea646fa468aa4d0ee5800a3c5e2?pvs=21) D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)eine Hand (https://www.notion.so/Hand-02eed85235d546fc8cd87be30bc8b7c8?pvs=21).",,3,15,15,,,Backup,Jan Appel,,,,,,,,https://cdn.discordapp.com/attachments/1140326119963377664/1150249730341871686/itschotsch_young_man_under_water_finding_beautiful_pearl_in_a_s_80d8b090-1601-4d76-a216-c5d8058cc576.png,,,
51,Ding aus der Tiefe,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn das Ding aus der Tiefe (https://www.notion.so/Ding-aus-der-Tiefe-fefde341406542c6b89d8660745d4660?pvs=21) ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)eint, zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e eine beliebige Auswahl (https://www.notion.so/Auswahl-0a18c0ac8baa47b59e780d173eaf6e42?pvs=21) D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e und lege sie unter diese Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21). Immer, wenn das Ding aus der Tiefe (https://www.notion.so/Ding-aus-der-Tiefe-fefde341406542c6b89d8660745d4660?pvs=21) einen Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t, lege ihn ebenfalls unter diese Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21). Angriffswert (https://www.notion.so/Angriffswert-08a93843021a40dba6e7e34862f163fa?pvs=21) und Verteidigungswert (https://www.notion.so/Verteidigungswert-e67635d2fccf454d85d29b869ee8b6ff?pvs=21) des Ding aus der Tiefe (https://www.notion.so/Ding-aus-der-Tiefe-fefde341406542c6b89d8660745d4660?pvs=21) sind stets die entsprechenden Summen der unter ihm liegenden Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n.",,6,0,0,,,Backup,Jan Appel,,,,,,,,"https://cdn.discordapp.com/attachments/1140326119963377664/1150468909787516938/itschotsch_silhouette_of_unrecognizable_dramatic_massive_tentac_4b32ed08-2816-4a11-9f9c-74463defb49a.png, Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00042-4278159929.png",,,
50,Springflut,Legende (https://www.notion.so/Legende-3982764085c2477e827623c38aec8f98?pvs=21),"1. Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21): entdeck (https://www.notion.so/entdeck-bc14ca1b366b418397d988c1c99579f6?pvs=21)e 3 Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) aus D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einem Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21) und nimm sie auf (https://www.notion.so/auf-e5bc4ea646fa468aa4d0ee5800a3c5e2?pvs=21) die Hand (https://www.notion.so/Hand-02eed85235d546fc8cd87be30bc8b7c8?pvs=21).
2. Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21): spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)e bis zu 3 Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e irgendwelcher Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) für 1 Aqua (https://www.notion.so/Aqua-710cb303190e42c187c5b6603253aa7a?pvs=21).
3. Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21): zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e alle Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e auf dem Schlachtfeld (https://www.notion.so/Schlachtfeld-00d6e8bce1a7450e917e836d0bf3b24e?pvs=21).",,9,0,50,,,Backup,Jan Appel,,,,,,,,https://cdn.discordapp.com/attachments/1140326119963377664/1151088325092974602/itschotsch_large_massive_waves_against_a_harbor_quay_wall_by_pe_e83fd377-48e0-45c2-a352-23c58d0dccf3.png,,,
49,Flut,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Zahle $2x$ Aqua (https://www.notion.so/Aqua-710cb303190e42c187c5b6603253aa7a?pvs=21): zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)e $x$ Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n.
Wenn D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u in diesem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) die Ebbe (https://www.notion.so/Ebbe-58acd68eedf84da7bfbf8b50233a8693?pvs=21) gespiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)t hast, such (https://www.notion.so/such-97002fcad18b4a7ba59c8706c1742c2f?pvs=21)e die Springflut (https://www.notion.so/Springflut-8bc81b75064342c68c5596d2db5193bf?pvs=21) aus D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einem Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21) und spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)e sie, ohne ihre Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) zu bezahlen.",,2,,,,,Backup,Jan Appel,,,,,,,,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00100-709031558.png,,,
48,Ebbe,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Zahle $x$ Aqua (https://www.notion.so/Aqua-710cb303190e42c187c5b6603253aa7a?pvs=21): plan (https://www.notion.so/plan-75375ecda7fa415a8b626a3c14cdf4eb?pvs=21)e $x$ Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n.
Wenn D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u in diesem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) die Flut (https://www.notion.so/Flut-79d77c78eb6641e8acd1bd480fc085b0?pvs=21) gespiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)t hast, such (https://www.notion.so/such-97002fcad18b4a7ba59c8706c1742c2f?pvs=21)e die Springflut (https://www.notion.so/Springflut-8bc81b75064342c68c5596d2db5193bf?pvs=21) aus D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einem Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21) und spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)e sie, ohne ihre Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) zu bezahlen.",,4,,,,,Backup,Jan Appel,,,,,,,,"Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00083-2294322753.png, Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00079-895315652.png, Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00076-2101063357.png",,,
47,Wilde Wogen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e $x$ Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Wahl, wobei $x$ die Anzahl (https://www.notion.so/Anzahl-09cf5acb69fa4d5ea84c749a17cf2bb0?pvs=21) D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Schild (https://www.notion.so/Schild-7d85c5583f0144ad94a6d3532be61da0?pvs=21)e ist.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), $2+2x$",,,,,Backup,Jan Appel,,,,,,,,https://cdn.discordapp.com/attachments/1140326119963377664/1150458520123228220/itschotsch_massive_dramatic_tall_wave_foaming_water_splashing_b_e0501fe4-73f5-4eee-9d03-d8a424b24090.png,,,
46,Brunnen der Persistenz,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Wenn die vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehene Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21) noch leb (https://www.notion.so/leb-692df7818193496192e870be274ab13b?pvs=21)t, nachdem sie verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)t, darfst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u einen Schild (https://www.notion.so/Schild-7d85c5583f0144ad94a6d3532be61da0?pvs=21) aus D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einem Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21) such (https://www.notion.so/such-97002fcad18b4a7ba59c8706c1742c2f?pvs=21)en und für seine Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) eine andere Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21) mit ihm vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehen.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 3",,,,,Backup,Jan Appel,,,,,,,,https://cdn.discordapp.com/attachments/1140326119963377664/1150257950997364736/itschotsch_large_medieval_well_epic_structure_waves_clashing_by_7c8e645a-52d1-4951-9f7e-8031ec4f5f90.png,,,
45,Turbulenter Strom,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Wenn die vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehene Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21) angegr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)iffen wird, darfst du sie mit einem beliebigen D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)en. Falls nicht, wird Turbulenter Strom (https://www.notion.so/Turbulenter-Strom-2cb9b81fdc5c442fb79d5b8e45c9ea87?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 2",,,,,Backup,Jan Appel,,,,,,,,https://cdn.discordapp.com/attachments/1140326119963377664/1150461638357561394/itschotsch_massive_dramatic_tall_wave_swirl_rotating_foaming_wa_f5843e19-0079-4d84-ad29-57683dec118e.png,,,
44,Reissender Fluss,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Wenn die vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)eheneKonstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21) während der verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)ung zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t wird, wird auch die angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eifende Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 3",,,,,Backup,Jan Appel,,,,,,,,https://cdn.discordapp.com/attachments/1140326119963377664/1150256089305206804/itschotsch_dramatic_rushing_torrential_river_flood_destroyed_la_babff7b2-1934-4b3b-a909-6be2e3cf424a.png,,,
43,Tosender Wasserfall,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Immer, wenn D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)st, zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)st D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u stattdessen eine mehr.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 4",0,1,,,Backup,Jan Appel,,,,,,,,https://cdn.discordapp.com/attachments/1140326119963377664/1151119520656789574/itschotsch_beautiful_massive_blue_waterfall_white_mist_bright_c_d43c5ee1-ab20-4d2d-9cbc-ef292416b7a2.png,,,
42,Wasserschwall,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Der Verteidigungswert (https://www.notion.so/Verteidigungswert-e67635d2fccf454d85d29b869ee8b6ff?pvs=21) der vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehenen Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21) ist um $x$ erhöht, wobei $x$ die Summe aller Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21)-Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21)n ist.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 1",,,,,Backup,Jan Appel,,,,,,,,https://cdn.discordapp.com/attachments/1140326119963377664/1150254375403532338/itschotsch_tall_water_wave_splashing_foam_magical_force_shield__e02c454e-dca0-4dd3-b4e8-7e28a31453d6.png,,,
41,Stacheliger Kugelfisch,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn Stacheliger Kugelfisch (https://www.notion.so/Stacheliger-Kugelfisch-be275f692d6e4183baa985c2d2afe8fd?pvs=21) verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)t, wird die angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eifende Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 3",10,10,,,Backup,Jan Appel,,,,,,,,"Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00116-4223229129.png, Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00105-4251622031.png",,,
40,Sumpfkröte,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn die Sumpfkröte (https://www.notion.so/Sumpfkr-te-8c33f75aa0d4460bac47c58b86f59931?pvs=21) ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)eint, darfst Du eine beliebige andere Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21) verschwind (https://www.notion.so/verschwind-43bb30ae08cb45c7a465f320d7ca5f91?pvs=21)en und wieder ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)einen lassen.",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 3 oder Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21), 3",5,35,,,Backup,Jan Appel,,,,,,,,https://cdn.discordapp.com/attachments/1140326119963377664/1150248733397749820/itschotsch_angry_shiny_slimey_toad_in_dark_swamp_tall_reed_dram_178dc079-c8cc-4e9b-bb96-83a14d630598.png,,,
